Cu,Ni,Al,r,del_r,del_EN,S,VEC
0.08,0.24,0.68,1.282,0.04664761515876245,0.13879827088260133,6.7078740758126,5.32
0.08,0.26,0.66,1.2840000000000003,0.04737087712930809,0.1410197149337637,6.87183388101706,5.46
0.08,0.28,0.64,1.286,0.04800000000000004,0.14295509784544227,7.017950713542359,5.6
0.08,0.3,0.62,1.288,0.04853864439804643,0.14461590507271313,7.146983186856919,5.74
0.08,0.32,0.6,1.29,0.048989794855663606,0.14601150639590008,7.259557299233555,5.88
0.08,0.34,0.58,1.292,0.0493558507170123,0.1471494478413017,7.3561884415228205,6.02
0.08,0.36,0.56,1.294,0.04963869458396347,0.14803567137686774,7.437297828753886,6.16
0.08,0.38,0.54,1.296,0.04983974317750849,0.1486746784089341,7.503224845863031,6.3
0.08,0.4,0.52,1.298,0.04995998398718723,0.14906964815145962,7.55423631183288,6.4399999999999995
0.08,0.42,0.5,1.3,0.050000000000000044,0.14922251840791312,7.590533347846768,6.58
0.08,0.44,0.48,1.302,0.04995998398718723,0.14913403367440972,7.612256318638135,6.720000000000001
0.08,0.46,0.46,1.3040000000000003,0.04983974317750849,0.14880376339326898,7.619488163325391,6.86
0.08,0.48,0.44,1.306,0.04963869458396347,0.1482300914119666,7.612256318638135,7.0
0.08,0.5,0.42,1.308,0.0493558507170123,0.14741017603951218,7.590533347846768,7.14
0.08,0.52,0.4,1.31,0.048989794855663606,0.1463398783653997,7.55423631183288,7.28
0.08,0.54,0.38,1.312,0.048538644398046435,0.14501365452949586,7.503224845863031,7.42
0.08,0.56,0.36,1.314,0.04800000000000004,0.1434244051756882,7.437297828753886,7.5600000000000005
0.08,0.58,0.34,1.316,0.047370877129308084,0.1415632720729497,7.3561884415228205,7.699999999999999
0.08,0.6,0.32,1.318,0.04664761515876245,0.1394193673777068,7.259557299233555,7.84
0.08,0.62,0.3,1.32,0.04582575694955844,0.13697941451181625,7.146983186856919,7.98
0.08,0.64,0.28,1.322,0.04489988864128734,0.1342272699565926,7.017950713542358,8.120000000000001
0.08,0.66,0.26,1.324,0.04386342439892266,0.13114328042259726,6.871833881017059,8.26
0.08,0.68,0.24,1.3260000000000003,0.04270831300812528,0.1277034063758676,6.7078740758126,8.4
0.08,0.7,0.22,1.3279999999999998,0.041424630354415994,0.12387800450443161,6.525150227835412,8.54
0.08,0.72,0.2,1.33,0.040000000000000036,0.11963009654764968,6.322537621917696,8.68
0.08,0.74,0.18,1.3319999999999999,0.038418745424597125,0.11491283653273895,6.098649708150525,8.82
0.08,0.76,0.16,1.334,0.03666060555964675,0.10966567375437032,5.85175343296383,8.96
0.08,0.78,0.14,1.3360000000000003,0.03469870314579498,0.10380828483314801,5.579641394348056,9.100000000000001
0.08,0.8,0.12,1.338,0.03249615361854387,0.09723044790599285,5.279429549199485,9.24
0.08,0.82,0.1,1.34,0.03000000000000003,0.0897739383117394,4.94721718794855,9.38
